zipcode_link,zip4,PROVINCIE,URB2,INKOMEN,SOCKL_A,SOCKL_B1,SOCKL_B2,SOCKL_C,SOCKL_D,OPL_HOOG,OPL_MID,OPL_LAAG,TWEEVERD2,K_WON_EIG2,WOZ_WON,K_HPR_WON,LEVENSFAS2,K_ALLEEN2,K_PAAR_MK2,K_PAAR_ZK2,K_JALLEEN2,K_MALLEEN2,K_OALLEEN2,K_PAARAJK2,K_PAARAOK2,K_JPAARZK2,K_MPAARZK2,K_OPAARZK2,K_G_GEZGRT,LENEN2,SPAREN2,KOOPINTERN,K_AUTOBEZ2
22348,7312,Gelderland,2,4,1,1,2,4,3,1,3,5,1,1,4,9,2,5,3,3,3,4,3,3,1,1,3,1,2,1,3,1,1
23047,7312,Gelderland,2,5,1,1,2,3,3,1,1,5,2,1,5,6,3,5,3,3,1,4,4,3,3,1,1,3,3,2,2,1,2
23334,7312,Gelderland,2,1,5,2,2,1,1,5,2,2,6,5,10,NA,9,1,4,5,1,1,1,3,3,1,3,4,5,1,6,5,5
16915,7312,Gelderland,2,3,1,4,4,1,1,2,4,2,3,3,7,NA,2,4,4,3,3,3,3,3,3,1,1,3,3,4,3,5,3
11130,7312,Gelderland,2,2,4,3,1,2,2,4,3,2,5,4,9,NA,6,3,4,4,1,2,2,3,4,3,3,3,4,1,5,6,5
14020,7312,Gelderland,2,2,3,3,2,1,1,2,5,1,6,5,9,NA,6,2,5,4,1,1,2,2,4,2,3,3,5,2,6,6,5
16408,7312,Gelderland,2,1,5,1,1,1,1,5,1,1,5,5,10,NA,9,1,4,5,1,1,1,1,4,1,3,4,4,2,6,6,5
15075,7312,Gelderland,2,2,2,4,2,1,2,3,4,2,6,5,8,NA,6,3,5,4,1,2,2,3,4,1,3,3,5,3,5,6,5
15508,7314,Gelderland,2,2,4,3,1,1,1,4,4,1,1,5,10,NA,9,3,1,5,1,2,2,1,1,1,1,4,3,1,6,2,5
21706,7314,Gelderland,2,2,4,2,1,2,1,4,2,2,6,5,9,NA,4,2,4,4,1,1,2,4,3,2,3,2,4,3,4,6,5
19690,7314,Gelderland,2,3,3,2,2,2,3,2,4,3,4,3,5,9,3,4,4,4,1,3,4,3,2,1,1,4,3,3,3,3,3
23604,7314,Gelderland,2,2,4,2,2,2,1,4,3,2,3,5,9,NA,9,4,3,4,2,2,3,3,1,1,2,4,3,1,6,4,5
14870,7314,Gelderland,2,2,4,3,2,1,1,4,3,1,4,5,9,NA,9,2,4,5,1,2,1,3,3,2,3,4,4,2,6,5,5
20724,7314,Gelderland,2,3,2,1,1,2,5,2,2,4,2,2,3,11,3,5,3,2,1,2,4,2,2,1,2,2,3,1,2,2,1
15861,7314,Gelderland,2,2,3,3,2,1,1,3,4,1,4,5,9,NA,3,4,4,4,1,1,4,3,3,1,2,4,3,1,5,4,5
19369,7314,Gelderland,2,1,4,3,1,2,1,4,3,1,2,5,11,NA,9,3,3,5,1,1,3,3,1,1,1,4,4,1,6,2,4
16210,7314,Gelderland,2,1,5,1,1,1,1,5,1,1,6,5,10,NA,6,3,5,3,1,1,3,3,4,1,1,3,5,1,6,6,5
18624,7315,Gelderland,2,2,3,4,2,1,2,3,4,2,5,5,9,NA,6,2,5,4,1,2,1,3,4,1,3,3,5,3,6,6,4
14537,7315,Gelderland,2,6,4,2,2,1,1,4,3,1,5,4,9,6,6,2,5,4,1,1,2,3,4,1,1,4,5,1,6,5,5
16510,7315,Gelderland,2,6,4,3,2,1,1,4,3,1,6,4,9,NA,6,2,4,4,2,1,1,3,4,2,2,4,5,1,6,6,5
12603,7316,Gelderland,2,1,5,1,1,1,1,5,1,1,6,5,13,NA,4,3,5,3,1,1,3,4,4,1,1,3,5,2,4,6,5
22557,7316,Gelderland,2,1,5,2,1,1,1,5,1,1,3,5,12,NA,9,1,4,5,1,1,1,2,3,1,3,4,4,1,6,5,5
16642,7316,Gelderland,2,2,1,1,5,2,1,1,4,3,1,1,5,9,2,5,2,3,2,4,4,2,2,1,1,3,2,2,3,4,2
13182,7316,Gelderland,2,6,3,3,2,1,1,3,3,1,5,4,7,NA,4,3,4,5,2,2,2,4,2,3,3,3,4,1,6,6,5
18385,7316,Gelderland,2,4,1,1,1,3,4,1,2,5,1,1,2,9,1,5,3,2,4,4,1,3,1,1,1,2,2,3,3,1,2
23433,7316,Gelderland,2,1,5,1,1,1,1,5,1,1,4,5,11,NA,6,3,4,4,1,3,1,1,4,1,3,4,4,1,6,6,5
23276,7317,Gelderland,2,3,1,2,3,2,2,1,3,4,3,4,6,5,2,5,3,3,1,4,3,1,3,1,1,3,3,1,4,3,4
22170,7321,Gelderland,2,2,2,3,3,1,1,3,4,2,6,5,7,NA,4,2,5,4,1,2,1,4,3,2,2,3,5,4,5,6,5
17230,7321,Gelderland,2,6,3,3,2,2,1,3,3,2,5,4,8,9,6,3,5,4,1,2,2,3,4,1,3,3,5,2,4,6,4
19667,7321,Gelderland,2,2,2,4,2,2,1,2,4,2,5,5,7,NA,4,4,4,4,1,3,2,4,3,2,3,2,5,2,4,6,5
18969,7321,Gelderland,2,1,5,1,2,2,1,5,2,1,5,5,8,NA,6,1,5,4,1,1,1,2,4,1,2,4,5,4,6,6,5
23500,7321,Gelderland,2,6,5,2,2,1,1,5,2,2,5,5,10,NA,9,2,4,5,1,1,2,3,4,1,3,4,4,2,6,5,5
11224,7321,Gelderland,2,1,5,1,1,1,1,5,1,1,2,5,9,NA,9,3,3,5,1,2,3,2,2,1,2,4,3,1,6,6,5
15511,7322,Gelderland,2,4,1,1,2,3,3,2,2,5,1,1,5,9,3,5,2,2,1,3,4,2,1,1,1,2,2,2,2,1,2
22804,7322,Gelderland,2,2,4,2,2,1,1,5,2,1,6,4,7,10,6,2,5,4,1,2,1,4,4,1,2,3,6,4,4,6,4
24701,7322,Gelderland,2,6,3,4,1,1,1,4,3,1,3,5,9,NA,9,3,3,5,2,2,3,3,3,1,2,4,4,2,4,4,5
21222,7322,Gelderland,2,2,1,3,3,1,1,2,4,3,3,4,7,NA,9,4,4,4,2,2,3,2,3,1,3,4,4,3,4,4,5
22853,7322,Gelderland,2,2,3,3,2,1,1,3,4,2,3,5,7,NA,9,4,3,5,1,2,3,3,1,1,2,4,3,1,6,4,5
21183,7322,Gelderland,2,3,1,4,2,2,1,2,4,3,6,5,6,NA,6,2,5,4,1,2,2,4,4,2,3,3,5,3,5,6,5
14592,7322,Gelderland,2,2,1,4,2,2,1,2,5,2,4,4,7,11,6,4,4,4,1,1,4,1,4,2,1,3,4,4,6,5,5
25504,7322,Gelderland,2,3,1,4,3,2,1,1,4,4,5,4,6,1,3,4,4,3,1,1,4,3,3,1,1,3,4,4,3,5,4
23501,7322,Gelderland,2,6,3,3,2,2,1,3,3,2,3,4,9,NA,9,3,3,5,1,1,3,3,2,2,2,4,4,1,4,3,5
18722,7323,Gelderland,2,4,1,1,2,4,2,1,2,5,2,1,4,6,2,5,3,3,3,4,3,3,3,1,3,1,3,3,3,1,1
19203,7323,Gelderland,2,6,4,3,1,1,1,5,2,1,3,5,11,NA,9,2,3,5,1,1,2,2,3,1,2,4,4,1,6,4,5
19218,7323,Gelderland,2,2,3,3,2,2,2,4,3,2,6,5,7,NA,4,2,4,4,2,1,1,4,1,2,3,3,5,3,6,6,5
14591,7323,Gelderland,2,4,1,2,4,2,3,2,2,5,3,2,5,9,3,3,4,4,1,1,3,3,3,3,3,2,4,4,3,3,4
20822,7323,Gelderland,2,5,1,1,2,4,3,2,2,5,2,1,4,5,6,4,5,2,3,1,3,3,4,1,1,2,5,4,2,2,1
11589,7323,Gelderland,2,4,1,3,3,3,2,1,3,4,4,2,4,NA,4,4,4,3,3,2,3,4,2,3,2,2,4,4,4,5,3
19627,7323,Gelderland,2,5,1,1,2,4,3,1,2,5,2,1,4,10,4,3,5,1,3,1,2,4,4,1,1,1,6,4,2,3,1
25344,7323,Gelderland,2,3,3,3,3,2,2,3,4,2,4,5,6,NA,4,4,4,4,3,3,2,3,2,2,3,3,4,4,4,6,5
21731,7323,Gelderland,2,NA,5,1,1,1,1,5,1,1,2,5,5,NA,4,1,1,1,1,1,1,1,1,1,1,1,5,3,6,6,5
20296,7323,Gelderland,2,2,5,2,1,1,1,5,2,1,6,4,9,NA,4,2,5,4,1,2,1,4,3,3,2,2,5,3,6,6,5
19518,7323,Gelderland,2,3,2,5,2,1,1,1,5,1,6,5,9,NA,4,2,5,4,1,2,1,4,3,2,3,3,6,3,6,6,5
15783,7323,Gelderland,2,NA,3,4,1,1,1,3,4,1,6,2,9,NA,4,2,5,3,2,1,1,4,4,3,2,2,6,4,6,6,5
18658,7324,Gelderland,2,NA,5,1,1,1,1,5,2,1,6,4,10,NA,4,2,5,3,2,1,1,4,4,2,2,2,6,2,6,6,4
20067,7324,Gelderland,2,NA,5,3,1,1,1,5,3,1,6,5,8,NA,4,2,4,4,1,2,1,4,1,3,1,3,4,4,6,6,5
23496,7325,Gelderland,2,2,4,2,2,1,1,5,2,2,6,4,7,8,4,3,4,4,2,2,2,4,2,3,3,2,5,4,6,6,5
16020,7325,Gelderland,2,2,5,2,2,1,1,4,3,1,6,5,9,NA,6,2,5,2,2,2,2,4,4,1,2,2,6,2,6,6,5
20640,7325,Gelderland,2,2,2,4,2,1,1,3,4,2,6,5,7,NA,6,3,5,3,1,3,2,4,4,1,3,3,5,2,5,6,5
13115,7325,Gelderland,2,1,5,2,1,1,1,5,2,1,6,5,10,NA,6,3,5,3,2,2,2,3,4,1,3,2,5,1,6,6,5
20224,7325,Gelderland,2,3,1,5,2,1,1,2,5,2,6,5,6,NA,8,2,4,4,1,2,1,3,4,2,4,1,4,2,6,6,4
16797,7325,Gelderland,2,1,5,1,2,1,1,5,2,1,6,5,10,NA,6,2,5,3,2,1,1,4,4,1,2,2,6,3,6,6,5
16335,7325,Gelderland,2,2,1,4,3,1,1,2,5,1,5,4,7,6,4,3,5,4,2,3,2,4,3,3,2,3,5,3,5,6,4
20575,7325,Gelderland,2,2,2,3,3,2,2,2,4,2,5,4,8,9,4,4,5,3,3,2,3,4,3,2,2,2,5,3,5,6,4
19682,7325,Gelderland,2,2,3,4,1,1,2,3,4,1,3,4,9,NA,9,2,3,5,1,1,2,1,3,1,3,4,3,1,4,4,5
14032,7325,Gelderland,2,1,5,2,1,1,1,5,2,1,6,5,10,NA,6,2,4,4,1,1,2,2,4,1,3,3,6,2,5,6,5
13301,7325,Gelderland,2,1,5,1,1,1,1,5,1,1,6,5,10,NA,6,2,5,4,1,2,1,3,4,1,3,3,6,1,6,6,5
15767,7325,Gelderland,2,1,5,2,2,1,1,5,2,2,4,5,12,NA,9,1,4,5,1,1,1,1,4,2,1,4,5,1,6,5,5
16044,7325,Gelderland,2,6,5,2,1,1,2,5,2,2,6,5,10,NA,6,2,5,4,1,1,2,2,4,1,3,3,5,1,5,6,5
12768,7325,Gelderland,2,2,2,3,2,1,2,2,4,2,6,5,7,NA,8,1,3,5,1,1,1,3,3,3,4,3,4,2,3,6,5
11574,7325,Gelderland,2,2,2,4,2,1,1,2,5,2,6,5,7,NA,6,2,5,3,1,2,1,4,4,3,2,2,6,3,6,6,5
10599,7326,Gelderland,2,3,1,1,4,2,2,1,1,5,1,1,6,9,3,4,4,3,1,3,4,3,3,1,1,3,4,1,3,1,4
16000,7326,Gelderland,2,4,1,2,2,3,4,2,2,5,2,2,6,8,3,5,4,2,1,2,4,3,2,1,1,2,4,3,2,2,3
21051,7326,Gelderland,2,3,1,3,3,3,1,2,3,4,4,3,6,9,9,3,4,5,1,3,3,3,3,2,3,4,3,3,3,3,4
17071,7326,Gelderland,2,2,2,5,2,1,1,3,4,2,4,5,7,NA,9,3,4,4,1,2,3,3,2,1,2,4,3,2,6,5,5
19875,7326,Gelderland,2,1,4,3,1,1,1,4,2,2,5,5,7,NA,9,2,4,4,1,2,1,4,3,1,1,4,5,3,6,5,5
25232,7326,Gelderland,2,2,3,3,2,1,1,3,3,2,4,5,6,NA,9,3,4,5,1,2,2,4,3,1,2,4,4,2,5,5,5
20665,7326,Gelderland,2,2,1,4,3,1,1,1,5,1,6,5,7,NA,4,2,5,4,1,2,1,4,3,2,3,3,5,3,5,6,5
20746,7326,Gelderland,2,3,1,3,2,3,2,2,2,4,4,2,5,9,3,5,4,1,1,1,4,3,3,1,1,1,5,4,3,4,5
20833,7326,Gelderland,2,4,1,2,2,1,4,1,2,5,2,2,4,9,3,5,2,4,1,2,4,1,2,2,2,3,2,1,3,2,2
24867,7326,Gelderland,2,3,1,1,3,3,2,1,2,5,1,2,6,9,3,5,3,4,1,3,4,2,2,2,1,3,3,2,4,1,4
18703,7326,Gelderland,2,2,2,4,2,2,1,2,5,1,6,2,7,NA,6,2,5,3,1,2,1,3,4,1,2,3,6,4,6,6,5
15642,7327,Gelderland,2,3,1,2,3,4,2,2,3,4,1,1,5,NA,3,5,3,2,2,2,4,2,3,1,1,2,3,3,3,2,5
19103,7327,Gelderland,2,5,1,1,2,2,5,1,2,5,1,1,4,8,3,5,1,2,1,2,4,1,1,1,1,2,2,1,1,2,1
13429,7327,Gelderland,2,3,1,4,4,1,1,1,4,3,6,5,7,NA,6,1,4,4,1,1,1,3,3,3,3,3,5,3,6,5,5
17917,7327,Gelderland,2,6,2,4,2,1,1,3,4,2,4,5,7,NA,9,3,4,5,1,2,2,3,3,3,3,4,4,2,5,4,5
11666,7327,Gelderland,2,2,2,4,2,2,2,2,4,2,6,5,6,NA,4,3,5,4,1,3,1,4,3,1,4,2,5,4,4,6,4
10510,7327,Gelderland,2,2,2,4,3,2,1,2,5,2,6,5,7,NA,4,1,5,3,1,1,1,4,4,1,1,3,6,3,5,6,5
22098,7327,Gelderland,2,2,2,4,2,1,1,4,3,1,6,5,6,NA,6,1,5,4,1,1,1,1,4,1,3,3,6,1,4,6,5
18808,7327,Gelderland,2,2,1,5,2,1,1,2,5,1,6,5,6,NA,6,2,5,3,1,2,1,4,4,1,1,3,6,2,6,6,5
20947,7327,Gelderland,2,4,1,2,3,2,3,2,1,5,2,1,5,9,3,5,3,3,1,2,4,3,2,1,2,2,3,2,3,2,3
20657,7328,Gelderland,2,3,1,1,3,3,2,1,2,5,1,1,4,9,2,5,3,3,2,4,3,3,1,1,3,1,2,2,3,2,2
15041,7328,Gelderland,2,3,1,2,3,3,2,1,2,5,2,2,5,6,3,5,3,3,1,2,4,2,2,2,3,1,3,3,2,2,3
19683,7328,Gelderland,2,6,4,4,1,1,1,4,3,1,4,4,7,NA,9,2,4,5,2,1,1,2,4,2,1,4,4,2,6,5,5
11835,7328,Gelderland,2,3,1,4,3,1,1,2,4,2,6,5,6,NA,4,2,5,4,1,2,1,4,3,2,2,3,5,4,6,6,5
18055,7329,Gelderland,2,1,5,1,1,1,1,5,1,1,3,5,11,NA,9,1,3,5,1,1,1,2,3,1,3,4,4,1,5,5,5
10327,7331,Gelderland,2,3,1,3,2,3,2,2,3,3,3,3,4,NA,3,4,3,4,1,2,4,3,3,2,3,3,3,2,3,4,3
20247,7331,Gelderland,2,1,5,1,2,1,1,5,2,2,5,5,9,NA,6,3,4,4,2,2,1,2,4,1,3,3,5,1,6,6,5
22291,7331,Gelderland,2,3,2,3,3,1,2,2,3,3,3,4,5,10,3,4,3,4,1,2,4,3,2,1,2,3,3,2,5,4,5
22298,7331,Gelderland,2,2,1,5,2,1,1,2,5,2,6,5,6,NA,4,3,4,4,1,1,3,4,2,2,4,3,4,3,6,6,5
24933,7331,Gelderland,2,4,1,1,3,1,4,1,2,5,1,1,2,2,2,5,2,2,1,4,4,2,1,1,2,2,2,1,5,1,2
21252,7331,Gelderland,2,3,2,2,4,2,2,3,4,1,4,4,5,6,1,5,3,3,4,3,2,3,2,1,3,2,3,5,6,6,3
16800,7331,Gelderland,2,3,1,2,3,3,1,1,5,2,3,4,5,6,7,3,4,5,1,2,2,4,2,4,3,3,4,5,6,6,5
14156,7331,Gelderland,2,2,2,4,1,1,1,2,4,2,5,5,6,NA,9,2,4,5,1,1,2,2,3,2,4,4,4,2,6,5,5
14092,7331,Gelderland,2,4,1,1,4,3,2,1,2,5,1,1,5,9,6,4,5,2,1,3,3,4,4,1,1,2,5,4,1,1,3
11322,7331,Gelderland,2,5,1,1,1,4,4,1,2,5,2,1,2,NA,1,5,3,2,4,3,2,3,2,1,2,1,2,5,3,3,1
12428,7331,Gelderland,2,3,1,3,4,2,1,1,4,3,5,5,9,NA,9,2,5,4,1,1,2,4,3,1,3,4,5,2,5,5,4
17489,7331,Gelderland,2,4,1,1,3,3,3,1,1,5,2,2,5,NA,2,5,3,3,1,4,3,3,1,1,2,2,3,4,2,2,5
20372,7331,Gelderland,2,4,1,1,3,3,3,1,1,5,1,2,5,11,6,4,4,3,1,2,3,3,4,1,3,2,4,5,2,1,4
17095,7331,Gelderland,2,3,1,2,5,1,1,2,5,1,4,4,3,NA,4,5,4,3,3,3,3,4,1,2,2,1,3,4,6,6,4
21964,7331,Gelderland,2,3,2,4,3,1,1,2,5,2,4,4,9,9,3,4,4,4,1,2,4,3,2,1,3,3,3,2,5,5,5
18027,7332,Gelderland,2,2,1,4,3,1,1,4,3,1,3,1,7,NA,6,4,4,4,4,1,1,1,4,4,1,1,3,1,6,6,2
22110,7332,Gelderland,2,NA,4,2,2,1,1,4,3,1,6,2,7,NA,4,2,5,4,2,1,1,4,3,4,1,1,5,5,6,6,5
18445,7333,Gelderland,2,2,2,2,4,2,2,2,3,4,2,2,6,NA,3,4,2,4,1,1,4,2,1,1,1,4,3,1,2,2,5
21571,7333,Gelderland,2,3,1,2,4,2,1,1,3,4,5,5,5,NA,9,3,4,4,1,1,3,3,3,1,1,4,4,4,3,4,4
15593,7333,Gelderland,2,4,1,1,3,4,1,1,2,5,1,1,5,NA,3,5,3,2,1,4,4,3,1,1,1,2,3,2,2,1,2
15614,7333,Gelderland,2,2,3,5,1,1,1,3,5,1,6,5,6,NA,4,1,4,4,1,1,1,4,1,1,3,3,4,4,6,6,5
14883,7333,Gelderland,2,2,1,3,4,2,1,1,5,2,4,4,3,NA,2,5,3,3,3,4,1,3,2,2,3,1,3,5,5,6,4
16350,7333,Gelderland,2,6,2,4,2,1,1,3,4,2,4,4,7,NA,9,2,4,5,1,1,2,3,3,1,3,4,5,1,5,4,5
15143,7333,Gelderland,2,1,5,2,2,1,1,5,2,2,5,5,10,NA,6,2,5,4,1,2,1,3,4,1,2,4,5,2,5,6,5
11051,7333,Gelderland,2,3,3,3,2,1,1,3,3,2,4,4,11,NA,9,3,3,5,2,1,2,2,2,2,3,4,4,1,5,4,4
11623,7334,Gelderland,2,2,3,4,2,1,1,3,4,2,6,5,9,NA,9,2,4,5,1,1,2,3,3,2,4,4,4,3,6,6,5
10374,7335,Gelderland,2,2,5,2,1,2,1,5,2,2,6,4,10,NA,4,1,5,4,1,1,1,4,3,2,2,4,5,2,5,6,5
25047,7335,Gelderland,2,4,1,3,4,1,1,1,5,2,5,4,8,NA,8,3,3,5,1,3,1,1,3,3,4,3,3,1,6,4,5
20468,7335,Gelderland,2,3,1,3,4,1,1,2,3,4,2,2,6,NA,3,5,3,3,1,1,4,1,3,1,2,3,3,3,3,3,5
22398,7335,Gelderland,2,2,3,4,2,2,1,3,4,2,3,4,9,NA,9,2,4,5,1,1,2,2,3,1,3,4,4,2,5,4,5
12937,7335,Gelderland,2,3,1,2,3,2,2,2,3,4,5,2,6,NA,6,4,5,2,2,1,4,4,4,1,2,1,6,4,3,5,4
16725,7335,Gelderland,2,3,1,4,3,2,1,2,4,3,5,4,7,9,6,3,4,4,1,2,3,3,4,1,4,3,5,3,5,5,5
25498,7339,Gelderland,6,2,2,4,2,1,1,2,5,2,5,5,7,NA,9,2,4,5,1,2,2,3,3,2,3,4,4,1,6,4,5
12867,7339,Gelderland,6,2,1,3,3,2,2,2,4,3,5,5,5,NA,2,4,4,4,1,3,2,3,3,1,3,2,4,4,5,6,5
24231,7339,Gelderland,6,6,4,2,2,2,1,4,3,1,4,4,11,NA,9,3,4,5,1,2,2,2,4,1,2,4,4,2,5,4,4
22668,7339,Gelderland,6,6,4,3,2,1,1,4,3,1,5,5,9,NA,9,1,4,5,1,1,1,4,3,1,1,4,5,1,5,5,5
22382,7339,Gelderland,6,6,2,4,3,2,1,2,4,2,3,4,7,10,9,4,3,4,1,2,3,2,3,1,2,4,3,1,6,4,4
16951,7345,Gelderland,7,2,4,3,1,1,2,3,4,1,3,5,11,NA,9,2,3,5,1,2,1,1,3,2,2,4,3,1,6,5,5
14087,7345,Gelderland,7,2,3,3,2,2,2,3,3,2,5,4,11,NA,9,2,4,4,2,1,1,3,3,3,2,4,4,2,5,6,5
24794,7346,Gelderland,7,6,4,3,2,1,1,3,3,2,3,4,11,NA,3,4,3,4,1,2,4,2,3,1,2,4,3,1,4,3,5
10852,7361,Gelderland,7,2,3,4,1,1,1,4,4,1,5,5,9,NA,6,3,4,4,1,3,1,3,4,1,3,3,5,2,6,6,5
17360,7361,Gelderland,7,NA,3,4,2,1,1,3,4,2,6,4,7,NA,4,3,4,4,2,2,2,4,3,3,2,3,4,2,6,6,5
23316,7361,Gelderland,7,3,2,4,2,1,1,3,4,2,5,4,11,NA,9,2,4,5,1,1,2,3,2,1,3,4,4,3,4,5,5
17972,7361,Gelderland,7,6,4,2,2,1,1,4,3,1,6,4,10,NA,8,2,4,5,1,1,2,3,3,2,4,3,4,1,6,6,5
14214,7361,Gelderland,7,1,5,1,2,1,1,5,1,1,3,4,13,NA,9,3,3,5,1,1,3,1,3,1,1,4,3,2,6,4,5
20443,7371,Gelderland,7,3,1,2,4,2,1,1,2,5,2,2,6,9,3,4,4,3,1,3,3,3,2,2,2,2,4,4,3,3,5
14915,7371,Gelderland,7,2,4,2,2,1,1,3,4,2,4,5,11,NA,9,2,4,5,1,2,1,3,4,1,3,4,5,2,5,5,5
16683,7381,Gelderland,7,3,3,3,3,1,1,2,4,3,5,4,11,NA,9,3,4,4,2,3,1,3,3,1,2,4,5,3,6,6,5
22308,7381,Gelderland,7,3,2,4,3,1,1,2,4,3,3,4,10,NA,9,2,3,5,2,2,1,2,2,1,2,4,3,2,6,4,5
16410,7382,Gelderland,7,2,2,3,3,1,1,2,4,3,4,4,11,NA,9,3,4,5,2,1,3,3,3,2,3,4,4,3,6,5,5
23348,7382,Gelderland,7,2,3,4,2,2,1,2,5,2,5,4,10,NA,9,2,4,4,1,2,1,3,3,1,3,4,5,4,6,6,5
21148,7382,Gelderland,7,3,2,4,3,1,2,2,3,3,4,4,11,NA,9,2,4,5,2,1,1,3,3,1,3,4,5,1,5,3,5
23534,7382,Gelderland,7,2,2,4,2,1,1,1,5,2,5,5,8,NA,9,2,4,5,1,2,1,3,3,2,3,4,5,2,6,6,5
18179,7383,Gelderland,7,3,2,2,3,2,2,2,2,4,3,2,4,5,2,4,4,3,1,4,3,3,3,1,3,3,3,3,4,4,5
21376,7383,Gelderland,7,3,2,2,4,1,2,2,3,4,5,4,5,5,8,2,4,5,1,2,2,4,2,1,4,3,4,4,4,6,5
22164,7383,Gelderland,7,2,1,1,5,1,1,1,3,4,1,1,9,NA,6,4,5,1,1,1,4,1,4,1,1,1,4,4,2,4,5
20253,7383,Gelderland,7,5,1,1,1,2,5,1,2,5,1,1,3,NA,1,5,3,1,4,2,1,3,1,1,1,1,2,2,6,2,5
11855,7383,Gelderland,7,1,5,2,2,2,1,5,2,1,5,4,10,NA,4,3,5,4,2,3,1,4,3,1,3,3,5,4,5,6,5
16034,7384,Gelderland,7,2,2,2,4,2,1,2,3,3,3,4,6,NA,3,4,3,4,1,3,4,2,3,1,3,3,3,2,6,4,5
15151,7384,Gelderland,7,2,3,3,3,2,1,2,4,2,4,4,9,NA,9,2,4,5,1,2,1,1,4,2,3,4,3,3,4,5,5
25166,7391,Gelderland,5,2,2,3,4,1,1,2,5,2,2,2,5,11,2,5,3,3,1,4,3,2,2,1,2,2,2,2,6,6,3
12925,7391,Gelderland,5,2,2,4,2,1,1,3,4,2,5,5,10,NA,6,1,4,4,1,1,1,3,4,1,3,4,5,1,6,6,5
18577,7391,Gelderland,5,1,5,1,2,1,1,5,2,1,6,4,14,NA,6,2,4,4,1,2,1,3,4,1,3,3,5,2,4,6,5
24271,7391,Gelderland,5,2,3,3,3,1,1,4,4,1,2,5,9,NA,9,3,2,5,1,2,2,1,2,1,2,4,3,2,5,3,5
12011,7391,Gelderland,5,3,3,3,2,2,1,3,4,2,4,5,11,NA,9,2,4,5,1,2,1,2,3,1,1,4,4,3,6,4,5
20661,7391,Gelderland,5,3,3,3,2,2,1,2,4,3,5,4,9,10,6,3,4,3,1,1,3,3,3,1,2,3,5,2,3,5,4
16406,7396,Gelderland,7,3,1,3,3,2,2,2,3,4,5,4,7,NA,9,3,4,5,2,1,3,3,2,2,3,4,4,2,4,4,4
19650,7396,Gelderland,7,5,2,3,3,2,1,2,3,4,3,4,10,NA,9,1,4,5,1,1,1,3,4,1,1,4,6,1,4,4,4
16521,7411,Overijssel,3,3,3,3,3,1,1,3,4,2,5,4,3,6,7,4,4,4,3,2,2,3,3,3,2,2,4,5,5,6,4
17159,7411,Overijssel,3,3,2,3,3,2,1,2,4,3,4,3,5,7,4,4,4,3,3,3,3,4,3,2,2,3,4,3,6,4,3
22222,7411,Overijssel,3,2,2,3,3,1,1,4,3,1,2,2,4,11,1,5,3,3,4,3,1,3,2,2,2,2,3,3,6,6,2
18313,7411,Overijssel,3,4,3,3,2,2,1,5,2,1,3,2,6,8,1,5,3,2,4,3,1,3,1,1,1,2,2,3,6,6,1
23208,7411,Overijssel,3,1,5,1,1,1,1,5,1,1,2,5,11,NA,9,3,2,5,1,2,3,1,2,1,1,4,3,1,6,3,5
18852,7412,Overijssel,3,3,1,2,4,2,2,2,4,3,3,2,4,NA,3,5,3,4,3,3,3,2,3,1,2,3,3,2,3,3,3
22758,7412,Overijssel,3,3,1,2,5,1,1,1,5,2,2,4,1,NA,2,5,3,3,1,4,2,2,3,1,1,3,4,5,6,3,5
20420,7412,Overijssel,3,3,1,3,3,2,2,1,4,3,3,4,5,NA,8,3,3,5,1,2,3,1,3,3,4,3,3,3,5,3,4
18490,7412,Overijssel,3,4,1,1,3,3,2,1,1,5,2,1,2,3,2,5,4,2,1,4,3,3,3,1,2,1,2,2,3,1,1
23136,7412,Overijssel,3,3,1,3,4,2,1,2,4,3,6,5,5,NA,4,3,5,1,1,3,1,4,4,1,1,1,6,4,6,6,5
17747,7412,Overijssel,3,3,2,3,3,2,1,2,5,2,2,4,5,NA,2,5,2,3,1,4,3,2,2,1,1,3,2,2,4,5,3
22730,7412,Overijssel,3,2,2,4,2,1,1,3,4,1,5,4,7,NA,4,3,5,4,1,3,2,4,4,1,3,3,5,4,6,6,4
10323,7413,Overijssel,3,3,2,3,3,2,2,3,5,1,3,4,6,NA,1,4,3,4,3,3,2,3,2,1,3,3,3,4,4,5,3
14607,7413,Overijssel,3,3,1,3,4,2,1,1,5,2,3,4,5,NA,2,4,4,3,2,4,2,3,3,3,3,1,3,5,5,6,4
17945,7413,Overijssel,3,6,5,2,1,1,1,5,2,2,3,5,9,NA,9,3,4,5,1,2,3,3,3,1,2,4,4,1,6,4,5
22634,7413,Overijssel,3,2,4,2,2,1,1,5,2,2,5,4,9,NA,4,4,4,3,2,3,2,4,2,1,3,3,4,4,6,6,4
24916,7413,Overijssel,3,2,4,3,2,1,1,4,3,1,5,4,7,NA,6,3,4,4,2,2,3,2,4,3,3,3,4,3,6,6,5
14642,7413,Overijssel,3,4,1,3,3,3,2,2,4,3,3,3,6,11,4,4,4,3,3,3,2,3,2,2,1,2,4,4,4,4,2
10430,7413,Overijssel,3,3,2,2,4,2,1,2,4,2,2,2,4,4,4,5,4,2,3,3,3,3,3,1,2,1,3,4,3,3,2
