policy_number,claim_number,claim_date,notification_date,finish_date,description,country_code,country,amount_cas,amount_wa,cost_ca,cost_wa,amount_reclaimed,total
22445,21651,01-05-2019,11-07-2019,17-07-2019,"BRAND, KORTSLUITING, ONTPLOFFING, ETC.",I,Italie,72.98,NA,NA,NA,NA,72.98
22445,21652,08-05-2018,05-06-2018,15-01-2019,REED TEGEN STILSTAAND VAST OBJECT,GR,Griekenland,5090.29,NA,149.23,NA,NA,5239.52
22446,21653,03-02-2017,03-02-2017,11-05-2017,GEEN AFSTAND BEWAARD TOT VOORGANGER OP RECHTE WEG,NL,Nederland,356.05,NA,NA,NA,NA,356.05
22446,21654,31-08-2016,06-09-2016,12-09-2016,RUITREPARATIE DOOR CARGLASS,NL,Nederland,86.1,NA,NA,NA,NA,86.1
22447,21655,15-08-2019,15-08-2019,23-09-2019,STOND GEPARKEERD,NL,Nederland,1749.6399999999999,NA,NA,NA,NA,1749.64
22447,21656,05-12-2015,07-12-2015,05-01-2017,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,925.31,403.59,NA,NA,-427.96,900.94
22447,21657,31-08-2015,03-09-2015,22-09-2015,GLASSREPAIR,NL,Nederland,90.75,NA,NA,NA,NA,90.75
22449,21658,06-10-2017,26-10-2017,16-01-2018,GEEN AFSTAND BEWAARD TOT VOORGANGER OP RECHTE WEG,NL,Nederland,NA,1142.9,NA,NA,NA,1142.9
27228,21659,02-02-2015,06-02-2015,20-04-2015,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1134.1699999999998,NA,70.99000000000001,NA,-1232.98,-27.82
27229,21660,04-09-2017,11-09-2017,14-09-2017,RUITBREUK,NL,Nederland,873.04,NA,NA,NA,NA,873.04
27230,21661,08-06-2018,14-06-2018,07-09-2018,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
27230,21662,08-06-2018,14-06-2018,20-11-2018,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,78.53,NA,NA,78.53
27230,21663,14-07-2014,11-09-2014,02-10-2014,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,1529.1899999999998,NA,69.6,NA,NA,1598.79
22452,21664,01-04-2019,26-04-2019,01-05-2019,RUITBREUK,NL,Nederland,1138.8799999999999,NA,NA,NA,NA,1138.88
22452,21665,22-05-2017,20-06-2017,23-06-2017,RUITBREUK,NL,Nederland,1015.54,NA,NA,NA,NA,1015.54
22452,21666,16-01-2015,29-01-2015,04-02-2015,RUITREPARATIE DOOR CARGLASS,NL,Nederland,83.99000000000001,NA,1,NA,NA,84.99
22452,21667,11-02-2014,29-04-2014,01-05-2014,RUITBREUK,NL,Nederland,1510.5,NA,NA,NA,NA,1510.5
22454,21668,16-08-2017,17-08-2017,14-11-2017,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,835.1700000000001,884.3599999999999,NA,NA,NA,1719.53
22454,21669,16-07-2016,18-07-2016,05-08-2016,"BRAND, KORTSLUITING, ONTPLOFFING, ETC.",NL,Nederland,17243.91,NA,77.44000000000001,NA,NA,17321.35
22455,21670,25-02-2018,05-04-2018,20-04-2018,STOND GEPARKEERD,NL,Nederland,1569.3899999999999,NA,NA,NA,NA,1569.39
22456,21671,22-03-2017,04-04-2017,12-07-2017,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1659.42,NA,NA,NA,-1691.93,-32.51
22457,21672,18-12-2016,30-12-2016,13-02-2017,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,1523.44,NA,NA,NA,NA,1523.44
22458,21673,27-06-2014,30-06-2014,25-08-2014,GEEN AFSTAND BEWAARD TOT VOORGANGER OP RECHTE WEG,NL,Nederland,1336.87,286.2,39.5,11.38,NA,1673.95
22461,21674,04-02-2018,05-02-2018,14-03-2018,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,1859.73,NA,NA,NA,NA,1859.73
22462,21675,12-08-2019,19-08-2019,NA,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1618.8,NA,78.53,NA,-811.13,886.2
22462,21676,13-04-2017,18-04-2017,18-07-2017,REED VOORUIT TEGEN STILSTAAND (ON)VERLICHT MTR,NL,Nederland,NA,499.46,NA,0.98,NA,500.44
22462,21677,05-04-2014,15-04-2014,23-04-2014,GLASSREPAIR,NL,Nederland,83.19,NA,NA,NA,NA,83.19
27231,21678,27-07-2015,20-08-2015,26-08-2015,RUITVERVANGING DOOR CARGLASS,NL,Nederland,434.64000000000004,NA,1,NA,NA,435.64
22463,21679,24-04-2016,09-05-2016,17-05-2016,Ruitvervanging door Glasgarage,NL,Nederland,400.39,NA,NA,NA,NA,400.39
22464,21680,13-04-2019,17-04-2019,07-05-2019,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,2089.52,NA,78.53,NA,NA,2168.05
22464,21681,24-09-2018,28-09-2018,20-02-2019,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,2148.32,NA,78.53,NA,NA,2226.85
22464,21682,30-04-2018,03-05-2018,07-05-2018,RUITREPARATIE DOOR CARGLASS,NL,Nederland,69.58,NA,NA,NA,NA,69.58
27232,21683,01-02-2015,04-02-2015,16-02-2015,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,94,NA,NA,NA,NA,94
22469,21684,28-11-2018,03-12-2018,22-02-2019,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1790.08,NA,78.53,NA,-1790.08,78.53
22470,21685,02-12-2018,05-12-2018,11-12-2018,RUITREPARATIE DOOR AUTOTAALGLAS,NL,Nederland,60.5,NA,NA,NA,NA,60.5
22470,21686,28-11-2017,29-11-2017,04-12-2017,RUITREPARATIE DOOR AUTOTAALGLAS,NL,Nederland,60.5,NA,NA,NA,NA,60.5
22470,21687,18-03-2017,23-03-2017,27-03-2017,RUITVERVANGING DOOR AUTOTAALGLAS,NL,Nederland,429,NA,NA,NA,NA,429
22471,21688,20-06-2019,01-07-2019,09-07-2019,RUITVERVANGING DOOR CARGLASS,NL,Nederland,373.68,NA,NA,NA,NA,373.68
22472,21689,09-07-2019,16-07-2019,22-07-2019,Ruitvervanging door ABS,NL,Nederland,284.15000000000003,NA,NA,NA,NA,284.15
22473,21690,21-06-2015,29-06-2015,27-10-2015,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,4653.88,NA,71.57,NA,NA,4725.45
22474,21691,14-02-2014,19-02-2014,26-02-2014,RUITREPARATIE DOOR CARGLASS,NL,Nederland,83.99000000000001,NA,1,NA,NA,84.99
22475,21692,15-06-2016,25-07-2016,01-08-2016,RUITREPARATIE DOOR CARGLASS,NL,Nederland,112.11999999999999,NA,NA,NA,NA,112.12
22476,21693,29-10-2015,29-10-2015,21-01-2016,REED TEGEN (ON)VERLICHT STILSTAAND OBJECT,NL,Nederland,808.75,1256.59,NA,39.93,NA,2105.27
22477,21694,21-04-2019,29-04-2019,08-05-2019,BOTSING MET LOSLOPEND WILD,NL,Nederland,731.3599999999999,NA,NA,NA,NA,731.36
22477,21695,28-01-2014,17-02-2014,18-02-2014,GLASSREPAIR,NL,Nederland,82.28,NA,NA,NA,NA,82.28
22478,21696,23-04-2016,26-04-2016,09-06-2016,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1197.1499999999999,NA,NA,NA,-1107.36,89.79
27233,21697,26-05-2015,12-06-2015,23-11-2015,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
27234,21698,27-06-2014,27-06-2014,07-08-2014,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,2287.51,NA,39.5,NA,-2145.72,181.29
27235,21699,23-01-2015,23-01-2015,03-02-2015,GEEN AFSTAND BEWAARD TOT VOORGANGER OP RECHTE WEG,NL,Nederland,1359.82,NA,40.290000000000006,NA,NA,1400.11
22482,21700,04-04-2015,09-04-2015,17-08-2015,"NIET SCHULDSCHADE, VERHAALBAAR",F,Frankrijk,14331.44,NA,80.99000000000001,NA,-10585,3827.43
22483,21701,15-09-2015,16-09-2015,26-10-2015,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,609.09,NA,NA,NA,NA,609.09
22484,21702,25-04-2017,25-04-2017,18-05-2017,GEEN AFSTAND BEWAARD TOT VOORGANGER OP RECHTE WEG,NL,Nederland,1525.37,2151.57,NA,35.1,NA,3712.04
22484,21703,27-08-2015,27-08-2015,15-09-2015,REED TEGEN (ON)VERLICHT STILSTAAND OBJECT,NL,Nederland,866.7800000000001,932.41,40.290000000000006,NA,NA,1839.48
22484,21704,15-12-2014,15-12-2014,22-01-2015,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,372.48999999999995,NA,5,NA,-349.4,28.09
22484,21705,29-10-2014,30-10-2014,24-11-2014,GEEN AFSTAND BEWAARD TOT VOORGANGER OP RECHTE WEG,NL,Nederland,NA,823.56,NA,71.35,NA,894.91
22485,21706,14-06-2017,22-06-2017,26-06-2017,RUITREPARATIE DOOR AUTOTAALGLAS,NL,Nederland,60.5,NA,NA,NA,NA,60.5
22485,21707,16-01-2016,18-01-2016,02-02-2016,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,541.25,NA,NA,NA,NA,541.25
22486,21708,20-08-2014,26-08-2014,26-09-2014,GING PARKEREN (TERZIJDE VAN DE WEG),NL,Nederland,NA,491.51,NA,NA,NA,491.51
22488,21709,05-04-2014,07-04-2014,04-06-2014,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,2255,NA,79.6,NA,-2255,79.6
22490,21710,11-10-2018,13-11-2018,28-11-2018,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
22491,21711,29-01-2019,29-01-2019,10-07-2019,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,2981.59,NA,NA,NA,NA,2981.59
22491,21712,28-01-2018,29-01-2018,26-02-2018,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,843.49,NA,NA,NA,NA,843.49
22492,21713,22-04-2014,29-04-2014,07-05-2014,RUITVERVANGING DOOR CARGLASS,NL,Nederland,597.25,NA,1,NA,NA,598.25
22493,21714,31-12-2017,02-01-2018,26-03-2018,STOND GEPARKEERD,NL,Nederland,989.4499999999999,NA,NA,NA,NA,989.45
22493,21715,20-04-2016,11-05-2016,13-05-2016,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
22494,21716,14-08-2018,15-08-2018,19-12-2018,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,730.1,NA,NA,NA,-675.3399999999999,54.76
22494,21717,23-01-2016,25-01-2016,08-02-2016,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,3595.4300000000003,NA,77.44000000000001,NA,NA,3672.87
22498,21718,19-11-2015,20-11-2015,23-02-2016,"SLIPTE, SLOEG OM OF RAAKTE VAN DE WEG OP RECHTE WEG",NL,Nederland,NA,3176.5,NA,83.84,NA,3260.34
22500,21719,01-05-2017,01-05-2017,27-06-2017,ARTIKEL 185 WVW,NL,Nederland,NA,250,NA,78.22,NA,328.22
27236,21720,01-09-2016,16-09-2016,19-09-2016,Ruitvervanging door Glasgarage,NL,Nederland,572.4599999999999,NA,NA,NA,NA,572.46
27237,21721,01-04-2015,14-04-2015,22-04-2015,RUITREPARATIE DOOR CARGLASS,NL,Nederland,107.58,NA,1,NA,NA,108.58
27238,21722,10-06-2016,20-06-2016,27-06-2016,RUITVERVANGING DOOR CARGLASS,NL,Nederland,314.41999999999996,NA,NA,NA,NA,314.42
27239,21723,06-11-2017,16-11-2017,19-03-2018,GEEN AFSTAND BEWAARD TOT VOORGANGER OP RECHTE WEG,NL,Nederland,NA,541.93,NA,NA,NA,541.93
27239,21724,15-08-2016,13-09-2016,17-12-2016,REED VOORUIT TEGEN VAST OBJECT,NL,Nederland,2010.03,NA,NA,NA,NA,2010.03
27240,21725,21-03-2014,31-03-2014,02-04-2014,RUITBREUK,NL,Nederland,462.35,NA,NA,NA,NA,462.35
22506,21726,29-08-2019,29-08-2019,23-09-2019,GEEN AFSTAND BEWAARD TOT VOORGANGER OP RECHTE WEG,NL,Nederland,NA,750,NA,79.55,NA,829.55
27241,21727,10-03-2015,26-03-2015,01-04-2015,RUITREPARATIE DOOR CARGLASS,NL,Nederland,83.99000000000001,NA,1,NA,NA,84.99
27241,21728,01-01-2014,02-01-2014,23-01-2014,"BRAND, KORTSLUITING, ONTPLOFFING, ETC.",NL,Nederland,594.9,NA,69.6,NA,NA,664.5
27242,21729,09-10-2017,14-11-2017,02-07-2018,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,NA,2506.14,NA,375.91999999999996,NA,2882.06
27242,21730,01-04-2016,06-04-2016,13-07-2016,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
27242,21731,03-06-2014,12-06-2014,18-06-2014,RUITREPARATIE DOOR CARGLASS,NL,Nederland,83.99000000000001,NA,1,NA,NA,84.99
22508,21732,14-06-2016,14-06-2016,10-08-2016,REED ACHTERUIT OP EEN TERREIN,NL,Nederland,815.21,827.81,NA,3.8699999999999997,NA,1646.89
22508,21733,01-04-2015,14-04-2015,04-05-2015,STOND GEPARKEERD,NL,Nederland,2341.8100000000004,NA,40.290000000000006,NA,NA,2382.1
22508,21734,09-01-2014,20-01-2014,04-02-2014,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,NA,1231.6699999999998,NA,69.6,NA,1301.27
22509,21735,24-05-2018,24-05-2018,14-01-2019,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,6449,5137.929999999999,78.53,648.5,NA,12313.96
22509,21736,09-06-2017,09-06-2017,16-06-2017,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,1456.21,NA,77.44000000000001,NA,NA,1533.65
22509,21737,07-07-2016,15-07-2016,02-11-2016,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,475.53,NA,NA,NA,-475.53,0
22509,21738,22-01-2016,25-01-2016,08-02-2016,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,2046.1899999999998,NA,77.44000000000001,NA,-2046.1899999999998,77.44
22509,21739,30-08-2015,31-08-2015,23-09-2015,HAGEL,NL,Nederland,903.7900000000001,NA,70.99000000000001,NA,NA,974.78
22509,21740,04-03-2015,05-03-2015,01-06-2015,UIT PARKEERSTAND WEGGEREDEN,NL,Nederland,734.08,915.37,70.99000000000001,NA,NA,1720.44
22513,21741,15-04-2018,24-04-2018,11-07-2018,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,520.61,NA,NA,NA,-481.56,39.05
22514,21742,31-07-2018,01-08-2018,02-07-2019,"NIET SCHULDSCHADE, VERHAALBAAR",D,Duitsland,530.24,NA,364,NA,-530.24,364
27243,21743,30-08-2015,07-09-2015,20-10-2015,HAGEL,NL,Nederland,1291.71,NA,64,NA,NA,1355.71
27243,21744,30-04-2014,02-05-2014,22-07-2014,REED TEGEN (ON)VERLICHT STILSTAAND OBJECT,NL,Nederland,1553.52,574.1800000000001,69.6,NA,NA,2197.3
27244,21745,12-04-2018,19-04-2018,24-04-2018,GLASSREPAIR,NL,Nederland,96.8,NA,NA,NA,NA,96.8
27244,21746,29-12-2016,30-12-2016,16-01-2017,REED ACHTERUIT OP RECHTE WEG,NL,Nederland,NA,NA,NA,NA,NA,0
27244,21747,10-12-2015,11-12-2015,25-02-2016,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,534.4399999999999,NA,77.44000000000001,NA,-494.35,117.53
27244,21748,11-06-2014,11-06-2014,16-09-2014,STOND GEPARKEERD,NL,Nederland,881.93,NA,39.5,NA,NA,921.43
22515,21749,18-05-2015,03-06-2015,10-06-2015,RUITVERVANGING DOOR AUTOTAALGLAS,NL,Nederland,406.16,NA,1,NA,NA,407.16
22516,21750,10-12-2017,11-12-2017,18-12-2017,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,NA,NA,NA,NA,NA,0
22516,21751,16-05-2015,10-07-2015,24-07-2015,STORM,NL,Nederland,564.08,NA,70.99000000000001,NA,NA,635.07
22516,21752,22-12-2014,29-12-2014,12-01-2015,GLASSREPAIR,NL,Nederland,96.8,NA,NA,NA,NA,96.8
22518,21753,01-09-2017,20-02-2018,20-03-2018,STOND GEPARKEERD,D,Duitsland,846.7700000000001,NA,116.56,NA,NA,963.33
27245,21754,15-04-2015,16-04-2015,18-05-2015,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,2786.51,NA,70.99000000000001,NA,NA,2857.5
27245,21755,28-01-2015,29-01-2015,30-11-2015,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,2047.82,NA,70.99000000000001,NA,-1894.23,224.58
27245,21756,18-11-2014,18-11-2014,20-05-2015,STOND GEPARKEERD,NL,Nederland,2954.3500000000004,NA,39.5,NA,-2780.22,213.63
22520,21757,27-12-2016,27-12-2016,17-03-2017,STOND GEPARKEERD,NL,Nederland,1819.9,NA,NA,NA,NA,1819.9
22520,21758,21-09-2015,24-09-2015,06-10-2015,STOND GEPARKEERD,NL,Nederland,591.63,NA,NA,NA,NA,591.63
27246,21759,25-02-2015,03-03-2015,11-03-2015,RUITVERVANGING DOOR AUTOTAALGLAS,NL,Nederland,412.18,NA,1,NA,NA,413.18
27247,21760,10-04-2016,22-04-2016,25-04-2016,RUITVERVANGING DOOR AUTOTAALGLAS,NL,Nederland,656.7700000000001,NA,NA,NA,NA,656.77
27247,21761,17-04-2014,22-04-2014,28-04-2014,GLASSREPAIR,NL,Nederland,96.8,NA,NA,NA,NA,96.8
22521,21762,02-07-2015,03-07-2015,06-10-2015,HAGEL,NL,Nederland,3970.96,NA,70.99000000000001,NA,-1899.01,2142.94
22522,21763,02-08-2019,05-08-2019,NA,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,1323.1,NA,NA,NA,NA,1323.1
22522,21764,19-05-2016,19-05-2016,01-06-2016,"(IN)BRAAK, DIEFSTAL, ACCESS, ETC.",NL,Nederland,919.52,NA,77.44000000000001,NA,NA,996.96
22526,21765,21-03-2017,31-03-2017,03-04-2017,RUITVERVANGING DOOR CARGLASS,NL,Nederland,485.34000000000003,NA,NA,NA,NA,485.34
22526,21766,25-09-2014,02-10-2014,08-10-2014,RUITREPARATIE DOOR CARGLASS,NL,Nederland,107.58,NA,1,NA,NA,108.58
22528,21767,04-06-2019,07-06-2019,NA,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,2076.3500000000004,NA,NA,NA,NA,2076.35
22528,21768,09-06-2016,10-06-2016,27-06-2016,STOND GEPARKEERD,NL,Nederland,1310.79,NA,NA,NA,NA,1310.79
22528,21769,01-03-2015,02-03-2015,16-03-2015,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,1250.47,NA,5,NA,NA,1255.47
22529,21770,14-06-2014,16-06-2014,02-07-2014,"(IN)BRAAK, DIEFSTAL, ACCESS, ETC.",NL,Nederland,965.8,NA,5,NA,NA,970.8
22530,21771,21-05-2019,23-05-2019,05-06-2019,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
22530,21772,04-07-2017,07-07-2017,21-07-2017,UIT PARKEERSTAND WEGGEREDEN,NL,Nederland,NA,NA,NA,NA,NA,0
22531,21773,03-06-2018,06-06-2018,21-07-2018,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1237.1,NA,78.53,NA,-1237.1,78.53
22533,21774,03-07-2018,03-07-2018,18-01-2019,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1906.1599999999999,1077.1,78.53,319.17,NA,3380.96
22534,21775,03-02-2018,05-02-2018,20-03-2019,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1022,NA,NA,NA,NA,1022
27248,21776,07-06-2014,13-06-2014,18-06-2014,GLASSREPAIR,NL,Nederland,90.75,NA,NA,NA,NA,90.75
27249,21777,02-03-2017,03-03-2017,04-05-2017,GEEN AFSTAND BEWAARD TOT VOORGANGER OP RECHTE WEG,NL,Nederland,NA,7307.94,NA,NA,NA,7307.94
27249,21778,06-03-2016,08-03-2016,17-03-2016,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
27249,21779,06-03-2016,18-03-2016,20-11-2017,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,77.44000000000001,NA,NA,77.44
27250,21780,31-03-2019,09-04-2019,18-04-2019,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
22538,21781,30-09-2014,30-09-2014,28-10-2014,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,1248.59,NA,39.5,NA,NA,1288.09
27251,21782,09-07-2015,09-07-2015,15-07-2015,RUITVERVANGING DOOR AUTOTAALGLAS,NL,Nederland,470.92999999999995,NA,1,NA,NA,471.93
22543,21783,08-03-2018,08-03-2018,07-12-2018,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1303.45,NA,NA,NA,-1205.6899999999998,97.76
22544,21784,20-09-2019,30-09-2019,03-10-2019,"SCHULDSCHADE, NIET VERHAALBAAR",B,Belgie,NA,NA,NA,NA,NA,0
22544,21785,18-09-2019,25-09-2019,NA,"SCHULDSCHADE, NIET VERHAALBAAR",B,Belgie,NA,NA,NA,NA,NA,0
22544,21786,30-11-2017,01-12-2017,14-03-2018,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1929.41,NA,78.53,NA,-2310.16,-302.22
22544,21787,10-10-2016,12-10-2016,30-01-2017,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,2939.58,NA,77.44000000000001,NA,-3049.53,-32.51
22546,21788,30-01-2018,16-02-2018,19-02-2018,RUITREPARATIE DOOR CARGLASS,NL,Nederland,69.58,NA,NA,NA,NA,69.58
22547,21789,30-03-2015,29-04-2015,07-05-2015,RUITREPARATIE DOOR CARGLASS,NL,Nederland,83.99000000000001,NA,1,NA,NA,84.99
27252,21790,30-07-2016,01-08-2016,13-02-2017,"NIET SCHULDSCHADE, VERHAALBAAR",S,Zweden,2158.77,NA,114.95,NA,-2158.77,114.95
22548,21791,07-05-2018,14-05-2018,13-08-2018,GEEN AFSTAND BEWAARD TOT VOORGANGER OP RECHTE WEG,NL,Nederland,NA,NA,NA,NA,NA,0
22550,21792,12-10-2015,28-10-2015,03-11-2015,RUITVERVANGING DOOR AUTOTAALGLAS,NL,Nederland,888.5,NA,NA,NA,NA,888.5
22550,21793,22-07-2015,28-07-2015,08-09-2015,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,591.3299999999999,NA,5,NA,NA,596.33
22551,21794,22-08-2016,23-08-2016,02-03-2017,REED ACHTERUIT OP RECHTE WEG,F,Frankrijk,968.57,NA,NA,NA,NA,968.57
22553,21795,04-01-2016,04-01-2016,01-06-2016,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,457.38,NA,77.44000000000001,NA,-457.38,77.44
22553,21796,28-11-2014,02-12-2014,04-12-2014,GLASSREPAIR,NL,Nederland,133.1,NA,NA,NA,NA,133.1
22554,21797,18-08-2015,18-08-2015,26-08-2015,REED TEGEN (ON)VERLICHT STILSTAAND OBJECT,NL,Nederland,2574.7599999999998,NA,40.290000000000006,NA,NA,2615.05
22555,21798,29-05-2015,29-05-2015,05-08-2015,STOND GEPARKEERD,NL,Nederland,318.46999999999997,NA,40.290000000000006,NA,NA,358.76
22557,21799,12-03-2016,14-03-2016,07-04-2016,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,1467.5,NA,NA,NA,NA,1467.5
22558,21800,04-07-2019,09-07-2019,16-09-2019,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,719.04,NA,NA,NA,-665.11,53.93
22558,21801,27-03-2019,25-04-2019,30-04-2019,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,445.68,NA,NA,NA,NA,445.68
22558,21802,16-02-2018,08-03-2018,12-03-2018,RUITREPARATIE DOOR CARGLASS,NL,Nederland,69.58,NA,NA,NA,NA,69.58
22558,21803,16-06-2015,17-06-2015,06-07-2015,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,1021.24,NA,40.290000000000006,NA,NA,1061.53
22558,21804,22-05-2014,29-05-2014,04-06-2014,RUITVERVANGING DOOR CARGLASS,NL,Nederland,547.11,NA,1,NA,NA,548.11
22559,21805,24-04-2014,30-04-2014,18-12-2014,GEEN AFSTAND BEWAARD TOT VOORGANGER OP RECHTE WEG,NL,Nederland,NA,973.43,NA,NA,NA,973.43
22559,21806,24-04-2014,06-05-2014,30-04-2015,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,906.3,NA,NA,906.3
22560,21807,20-05-2016,09-06-2016,13-06-2016,Ruitvervanging door Glasgarage,NL,Nederland,237.05,NA,NA,NA,NA,237.05
27253,21808,28-08-2017,11-09-2017,15-01-2018,HAGEL,NL,Nederland,NA,NA,NA,NA,NA,0
22561,21809,02-10-2019,02-10-2019,07-10-2019,RUITREPARATIE DOOR AUTOTAALGLAS,NL,Nederland,61.71,NA,NA,NA,NA,61.71
22561,21810,06-09-2018,07-09-2018,27-11-2018,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,3168.84,760.3199999999999,78.53,82.85,NA,4090.54
22562,21811,30-09-2016,30-09-2016,13-01-2017,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
22563,21812,13-08-2016,15-08-2016,19-08-2016,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
22563,21813,17-11-2015,20-11-2015,20-11-2015,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
22563,21814,29-01-2014,26-02-2014,04-08-2015,ARTIKEL 185 WVW,NL,Nederland,NA,5145,NA,NA,NA,5145
22564,21815,11-04-2019,25-04-2019,28-06-2019,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1134.1799999999998,NA,78.53,NA,-1246.34,-33.63
22564,21816,06-01-2019,14-01-2019,28-01-2019,RUITVERVANGING DOOR CARGLASS,NL,Nederland,656.12,NA,NA,NA,NA,656.12
22564,21817,15-01-2018,24-01-2018,08-03-2018,REED OP VERKEERSPLEIN,NL,Nederland,NA,983.73,NA,NA,NA,983.73
27254,21818,14-03-2014,14-03-2014,29-04-2014,STOND GEPARKEERD,NL,Nederland,1270.79,NA,39.5,NA,-1155.79,154.5
22566,21819,08-02-2017,14-02-2017,20-02-2017,RUITVERVANGING DOOR CARGLASS,NL,Nederland,460.48999999999995,NA,NA,NA,NA,460.49
22568,21820,24-05-2015,26-05-2015,04-06-2015,UIT PARKEERSTAND WEGGEREDEN,NL,Nederland,NA,1107.1499999999999,NA,NA,NA,1107.15
22571,21821,14-02-2018,15-02-2018,13-03-2018,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,2325.29,NA,78.53,NA,-2436.79,-32.97
22572,21822,10-04-2017,19-04-2017,25-04-2017,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
27255,21823,25-04-2014,17-06-2014,19-08-2014,RUITBREUK,NL,Nederland,585.6800000000001,NA,NA,NA,NA,585.68
22577,21824,28-07-2017,12-09-2017,12-09-2018,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,1211.25,4032.73,NA,87.79,NA,5331.77
